"YYBM","PSDBM","PSDBH","YPBM","SCPH","CRKSL","PSDMXBH"
"G3481245X","G3481245X01","P2016101900000001","117431","1","1","P2016101900000001-0350"
"G3481245X","G3481245X01","P2016101900000001","109537","1","1","P2016101900000001-0270"
"G3481245X","G3481245X01","P2016101900000001","106219","1","1","P2016101900000001-0327"
"G3481245X","G3481245X01","P2016101900000001","105353","1","1","P2016101900000001-0355"
"G3481245X","G3481245X01","P2016101900000001","114397","1","1","P2016101900000001-0363"
"G3481245X","G3481245X01","P2016101900000001","114185","1","1","P2016101900000001-0239"
"G3481245X","G3481245X01","P2016101900000001","113801","1","1","P2016101900000001-0132"
"G3481245X","G3481245X01","P2016101900000001","114599","1","1","P2016101900000001-0336"
"G3481245X","G3481245X01","P2016101900000001","117429","1","1","P2016101900000001-0059"
"G3481245X","G3481245X01","P2016101900000001","107237","1","1","P2016101900000001-0254"
"G3481245X","G3481245X01","P2016101900000001","113005","1","1","P2016101900000001-0037"
"G3481245X","G3481245X01","P2016101900000001","114971","1","1","P2016101900000001-0093"
"G3481245X","G3481245X01","P2016101900000001","115387","1","1","P2016101900000001-0299"
"G3481245X","G3481245X01","P2016101900000001","100893","1","1","P2016101900000001-0218"
"G3481245X","G3481245X01","P2016101900000001","101454","1","1","P2016101900000001-0028"
"G3481245X","G3481245X01","P2016101900000001","117823","1","1","P2016101900000001-0356"
"G3481245X","G3481245X01","P2016101900000001","113787","1","1","P2016101900000001-0268"
"G3481245X","G3481245X01","P2016101900000001","101101","1","1","P2016101900000001-0279"
"G3481245X","G3481245X01","P2016101900000001","104967","1","1","P2016101900000001-0133"
"G3481245X","G3481245X01","P2016101900000001","107253","1","1","P2016101900000001-0253"
"G3481245X","G3481245X01","P2016101900000001","100969","1","1","P2016101900000001-0111"
"G3481245X","G3481245X01","P2016101900000001","104527","1","1","P2016101900000001-0282"
"G3481245X","G3481245X01","P2016101900000001","105335","1","1","P2016101900000001-0249"
"G3481245X","G3481245X01","P2016101900000001","105015","1","1","P2016101900000001-0421"
"G3481245X","G3481245X01","P2016101900000001","102577","1","1","P2016101900000001-0210"
"G3481245X","G3481245X01","P2016101900000001","105367","1","1","P2016101900000001-0203"
"G3481245X","G3481245X01","P2016101900000001","101139","1","1","P2016101900000001-0477"
"G3481245X","G3481245X01","P2016101900000001","112963","1","1","P2016101900000001-0481"
"G3481245X","G3481245X01","P2016101900000001","111041","1","1","P2016101900000001-0222"
"G3481245X","G3481245X01","P2016101900000001","101115","1","1","P2016101900000001-0142"
"G3481245X","G3481245X01","P2016101900000001","104481","1","1","P2016101900000001-0460"
"G3481245X","G3481245X01","P2016101900000001","101199","1","1","P2016101900000001-0312"
"G3481245X","G3481245X01","P2016101900000001","102561","1","1","P2016101900000001-0271"
"G3481245X","G3481245X01","P2016101900000001","115377","1","1","P2016101900000001-0385"
"G3481245X","G3481245X01","P2016101900000001","113219","1","1","P2016101900000001-0119"
"G3481245X","G3481245X01","P2016101900000001","115891","1","1","P2016101900000001-0309"
"G3481245X","G3481245X01","P2016101900000001","108541","1","1","P2016101900000001-0024"
"G3481245X","G3481245X01","P2016101900000001","106295","1","1","P2016101900000001-0017"
"G3481245X","G3481245X01","P2016101900000001","100973","1","1","P2016101900000001-0107"
"G3481245X","G3481245X01","P2016101900000001","113799","1","1","P2016101900000001-0386"
"G3481245X","G3481245X01","P2016101900000001","114359","1","1","P2016101900000001-0155"
"G3481245X","G3481245X01","P2016101900000001","112689","1","1","P2016101900000001-0056"
"G3481245X","G3481245X01","P2016101900000001","101625","1","1","P2016101900000001-0323"
"G3481245X","G3481245X01","P2016101900000001","114371","1","1","P2016101900000001-0392"
"G3481245X","G3481245X01","P2016101900000001","100987","1","1","P2016101900000001-0317"
"G3481245X","G3481245X01","P2016101900000001","100437","1","1","P2016101900000001-0243"
"G3481245X","G3481245X01","P2016101900000001","116359","1","1","P2016101900000001-0462"
"G3481245X","G3481245X01","P2016101900000001","114339","1","1","P2016101900000001-0153"
"G3481245X","G3481245X01","P2016101900000001","101129","1","1","P2016101900000001-0372"
"G3481245X","G3481245X01","P2016101900000001","101091","1","1","P2016101900000001-0098"
"G3481245X","G3481245X01","P2016101900000001","100002","1","1","P2016101900000001-0165"
"G3481245X","G3481245X01","P2016101900000001","103337","1","1","P2016101900000001-0364"
"G3481245X","G3481245X01","P2016101900000001","109433","1","1","P2016101900000001-0214"
"G3481245X","G3481245X01","P2016101900000001","108545","1","1","P2016101900000001-0250"
"G3481245X","G3481245X01","P2016101900000001","109921","1","1","P2016101900000001-0053"
"G3481245X","G3481245X01","P2016101900000001","101127","1","1","P2016101900000001-0138"
"G3481245X","G3481245X01","P2016101900000001","117941","1","1","P2016101900000001-0286"
"G3481245X","G3481245X01","P2016101900000001","101449","1","1","P2016101900000001-0384"
"G3481245X","G3481245X01","P2016101900000001","102583","1","1","P2016101900000001-0351"
"G3481245X","G3481245X01","P2016101900000001","106319","1","1","P2016101900000001-0457"
"G3481245X","G3481245X01","P2016101900000001","116351","1","1","P2016101900000001-0189"
"G3481245X","G3481245X01","P2016101900000001","108507","1","1","P2016101900000001-0289"
"G3481245X","G3481245X01","P2016101900000001","113281","1","1","P2016101900000001-0158"
"G3481245X","G3481245X01","P2016101900000001","115361","1","1","P2016101900000001-0427"
"G3481245X","G3481245X01","P2016101900000001","113793","1","1","P2016101900000001-0240"
"G3481245X","G3481245X01","P2016101900000001","111051","1","1","P2016101900000001-0027"
"G3481245X","G3481245X01","P2016101900000001","104483","1","1","P2016101900000001-0398"
"G3481245X","G3481245X01","P2016101900000001","111125","1","1","P2016101900000001-0021"
"G3481245X","G3481245X01","P2016101900000001","117397","1","1","P2016101900000001-0378"
"G3481245X","G3481245X01","P2016101900000001","108487","1","1","P2016101900000001-0329"
"G3481245X","G3481245X01","P2016101900000001","101471","1","1","P2016101900000001-0349"
"G3481245X","G3481245X01","P2016101900000001","109451","1","1","P2016101900000001-0380"
"G3481245X","G3481245X01","P2016101900000001","100963","1","1","P2016101900000001-0308"
"G3481245X","G3481245X01","P2016101900000001","114317","1","1","P2016101900000001-0092"
"G3481245X","G3481245X01","P2016101900000001","106193","1","1","P2016101900000001-0137"
"G3481245X","G3481245X01","P2016101900000001","112969","1","1","P2016101900000001-0045"
"G3481245X","G3481245X01","P2016101900000001","103901","1","1","P2016101900000001-0134"
"G3481245X","G3481245X01","P2016101900000001","116307","1","1","P2016101900000001-0368"
"G3481245X","G3481245X01","P2016101900000001","113821","1","1","P2016101900000001-0405"
"G3481245X","G3481245X01","P2016101900000001","107279","1","1","P2016101900000001-0269"
"G3481245X","G3481245X01","P2016101900000001","102569","1","1","P2016101900000001-0358"
"G3481245X","G3481245X01","P2016101900000001","109575","1","1","P2016101900000001-0176"
"G3481245X","G3481245X01","P2016101900000001","107264","1","1","P2016101900000001-0320"
"G3481245X","G3481245X01","P2016101900000001","114067","1","1","P2016101900000001-0434"
"G3481245X","G3481245X01","P2016101900000001","106325","1","1","P2016101900000001-0417"
"G3481245X","G3481245X01","P2016101900000001","113175","1","1","P2016101900000001-0178"
"G3481245X","G3481245X01","P2016101900000001","111475","1","1","P2016101900000001-0082"
"G3481245X","G3481245X01","P2016101900000001","108513","1","1","P2016101900000001-0413"
"G3481245X","G3481245X01","P2016101900000001","101477","1","1","P2016101900000001-0032"
"G3481245X","G3481245X01","P2016101900000001","111145","1","1","P2016101900000001-0248"
"G3481245X","G3481245X01","P2016101900000001","102579","1","1","P2016101900000001-0199"
"G3481245X","G3481245X01","P2016101900000001","114109","1","1","P2016101900000001-0145"
"G3481245X","G3481245X01","P2016101900000001","101119","1","1","P2016101900000001-0433"
"G3481245X","G3481245X01","P2016101900000001","111485","1","1","P2016101900000001-0180"
"G3481245X","G3481245X01","P2016101900000001","110373","1","1","P2016101900000001-0454"
"G3481245X","G3481245X01","P2016101900000001","107231","1","1","P2016101900000001-0332"
"G3481245X","G3481245X01","P2016101900000001","106065","1","1","P2016101900000001-0407"
"G3481245X","G3481245X01","P2016101900000001","101209","1","1","P2016101900000001-0002"
"G3481245X","G3481245X01","P2016101900000001","100971","1","1","P2016101900000001-0316"
"G3481245X","G3481245X01","P2016101900000001","100977","1","1","P2016101900000001-0330"
"G3481245X","G3481245X01","P2016101900000001","104165","1","1","P2016101900000001-0340"
"G3481245X","G3481245X01","P2016101900000001","112971","1","1","P2016101900000001-0463"
"G3481245X","G3481245X01","P2016101900000001","117419","1","1","P2016101900000001-0321"
"G3481245X","G3481245X01","P2016101900000001","116357","1","1","P2016101900000001-0213"
"G3481245X","G3481245X01","P2016101900000001","108515","1","1","P2016101900000001-0241"
"G3481245X","G3481245X01","P2016101900000001","118105","1","1","P2016101900000001-0438"
"G3481245X","G3481245X01","P2016101900000001","101611","1","1","P2016101900000001-0020"
"G3481245X","G3481245X01","P2016101900000001","110361","1","1","P2016101900000001-0172"
"G3481245X","G3481245X01","P2016101900000001","101099","1","1","P2016101900000001-0091"
"G3481245X","G3481245X01","P2016101900000001","111047","1","1","P2016101900000001-0450"
"G3481245X","G3481245X01","P2016101900000001","109561","1","1","P2016101900000001-0296"
"G3481245X","G3481245X01","P2016101900000001","109379","1","1","P2016101900000001-0344"
"G3481245X","G3481245X01","P2016101900000001","108505","1","1","P2016101900000001-0161"
"G3481245X","G3481245X01","P2016101900000001","103421","1","1","P2016101900000001-0078"
"G3481245X","G3481245X01","P2016101900000001","116309","1","1","P2016101900000001-0322"
"G3481245X","G3481245X01","P2016101900000001","104525","1","1","P2016101900000001-0493"
"G3481245X","G3481245X01","P2016101900000001","117433","1","1","P2016101900000001-0263"
"G3481245X","G3481245X01","P2016101900000001","106221","1","1","P2016101900000001-0498"
"G3481245X","G3481245X01","P2016101900000001","106207","1","1","P2016101900000001-0064"
"G3481245X","G3481245X01","P2016101900000001","102565","1","1","P2016101900000001-0302"
"G3481245X","G3481245X01","P2016101900000001","117417","1","1","P2016101900000001-0181"
"G3481245X","G3481245X01","P2016101900000001","108537","1","1","P2016101900000001-0067"
"G3481245X","G3481245X01","P2016101900000001","107241","1","1","P2016101900000001-0383"
"G3481245X","G3481245X01","P2016101900000001","106249","1","1","P2016101900000001-0025"
"G3481245X","G3481245X01","P2016101900000001","111123","1","1","P2016101900000001-0487"
"G3481245X","G3481245X01","P2016101900000001","113173","1","1","P2016101900000001-0127"
"G3481245X","G3481245X01","P2016101900000001","106225","1","1","P2016101900000001-0469"
"G3481245X","G3481245X01","P2016101900000001","101257","1","1","P2016101900000001-0367"
"G3481245X","G3481245X01","P2016101900000001","114173","1","1","P2016101900000001-0183"
"G3481245X","G3481245X01","P2016101900000001","113139","1","1","P2016101900000001-0440"
"G3481245X","G3481245X01","P2016101900000001","113819","1","1","P2016101900000001-0018"
"G3481245X","G3481245X01","P2016101900000001","105017","1","1","P2016101900000001-0495"
"G3481245X","G3481245X01","P2016101900000001","114151","1","1","P2016101900000001-0170"
"G3481245X","G3481245X01","P2016101900000001","114939","1","1","P2016101900000001-0149"
"G3481245X","G3481245X01","P2016101900000001","114183","1","1","P2016101900000001-0194"
"G3481245X","G3481245X01","P2016101900000001","104493","1","1","P2016101900000001-0101"
"G3481245X","G3481245X01","P2016101900000001","107233","1","1","P2016101900000001-0315"
"G3481245X","G3481245X01","P2016101900000001","103481","1","1","P2016101900000001-0339"
"G3481245X","G3481245X01","P2016101900000001","112973","1","1","P2016101900000001-0103"
"G3481245X","G3481245X01","P2016101900000001","114053","1","1","P2016101900000001-0423"
"G3481245X","G3481245X01","P2016101900000001","116315","1","1","P2016101900000001-0117"
"G3481245X","G3481245X01","P2016101900000001","101459","1","1","P2016101900000001-0233"
"G3481245X","G3481245X01","P2016101900000001","106211","1","1","P2016101900000001-0277"
"G3481245X","G3481245X01","P2016101900000001","111131","1","1","P2016101900000001-0012"
"G3481245X","G3481245X01","P2016101900000001","113151","1","1","P2016101900000001-0108"
"G3481245X","G3481245X01","P2016101900000001","104161","1","1","P2016101900000001-0224"
"G3481245X","G3481245X01","P2016101900000001","111483","1","1","P2016101900000001-0393"
"G3481245X","G3481245X01","P2016101900000001","108555","1","1","P2016101900000001-0167"
"G3481245X","G3481245X01","P2016101900000001","101435","1","1","P2016101900000001-0415"
"G3481245X","G3481245X01","P2016101900000001","102541","1","1","P2016101900000001-0204"
"G3481245X","G3481245X01","P2016101900000001","117425","1","1","P2016101900000001-0061"
"G3481245X","G3481245X01","P2016101900000001","110205","1","1","P2016101900000001-0479"
"G3481245X","G3481245X01","P2016101900000001","105371","1","1","P2016101900000001-0490"
"G3481245X","G3481245X01","P2016101900000001","108543","1","1","P2016101900000001-0251"
"G3481245X","G3481245X01","P2016101900000001","115533","1","1","P2016101900000001-0109"
"G3481245X","G3481245X01","P2016101900000001","115359","1","1","P2016101900000001-0444"
"G3481245X","G3481245X01","P2016101900000001","109455","1","1","P2016101900000001-0079"
"G3481245X","G3481245X01","P2016101900000001","108341","1","1","P2016101900000001-0467"
"G3481245X","G3481245X01","P2016101900000001","108149","1","1","P2016101900000001-0047"
"G3481245X","G3481245X01","P2016101900000001","115357","1","1","P2016101900000001-0008"
"G3481245X","G3481245X01","P2016101900000001","111185","1","1","P2016101900000001-0301"
"G3481245X","G3481245X01","P2016101900000001","102553","1","1","P2016101900000001-0168"
"G3481245X","G3481245X01","P2016101900000001","108525","1","1","P2016101900000001-0123"
"G3481245X","G3481245X01","P2016101900000001","114353","1","1","P2016101900000001-0140"
"G3481245X","G3481245X01","P2016101900000001","113813","1","1","P2016101900000001-0004"
"G3481245X","G3481245X01","P2016101900000001","105933","1","1","P2016101900000001-0190"
"G3481245X","G3481245X01","P2016101900000001","106075","1","1","P2016101900000001-0191"
"G3481245X","G3481245X01","P2016101900000001","100965","1","1","P2016101900000001-0451"
"G3481245X","G3481245X01","P2016101900000001","114395","1","1","P2016101900000001-0319"
"G3481245X","G3481245X01","P2016101900000001","114961","1","1","P2016101900000001-0100"
"G3481245X","G3481245X01","P2016101900000001","110383","1","1","P2016101900000001-0326"
"G3481245X","G3481245X01","P2016101900000001","101443","1","1","P2016101900000001-0026"
"G3481245X","G3481245X01","P2016101900000001","104221","1","1","P2016101900000001-0131"
"G3481245X","G3481245X01","P2016101900000001","114169","1","1","P2016101900000001-0075"
"G3481245X","G3481245X01","P2016101900000001","114191","1","1","P2016101900000001-0128"
"G3481245X","G3481245X01","P2016101900000001","108235","1","1","P2016101900000001-0459"
"G3481245X","G3481245X01","P2016101900000001","113167","1","1","P2016101900000001-0126"
"G3481245X","G3481245X01","P2016101900000001","111095","1","1","P2016101900000001-0334"
"G3481245X","G3481245X01","P2016101900000001","114335","1","1","P2016101900000001-0448"
"G3481245X","G3481245X01","P2016101900000001","109389","1","1","P2016101900000001-0080"
"G3481245X","G3481245X01","P2016101900000001","100021","1","1","P2016101900000001-0175"
"G3481245X","G3481245X01","P2016101900000001","113187","1","1","P2016101900000001-0341"
"G3481245X","G3481245X01","P2016101900000001","114179","1","1","P2016101900000001-0225"
"G3481245X","G3481245X01","P2016101900000001","104509","1","1","P2016101900000001-0160"
"G3481245X","G3481245X01","P2016101900000001","108517","1","1","P2016101900000001-0113"
"G3481245X","G3481245X01","P2016101900000001","114741","1","1","P2016101900000001-0010"
"G3481245X","G3481245X01","P2016101900000001","106247","1","1","P2016101900000001-0381"
"G3481245X","G3481245X01","P2016101900000001","115379","1","1","P2016101900000001-0291"
"G3481245X","G3481245X01","P2016101900000001","117251","1","1","P2016101900000001-0338"
"G3481245X","G3481245X01","P2016101900000001","114937","1","1","P2016101900000001-0205"
"G3481245X","G3481245X01","P2016101900000001","101121","1","1","P2016101900000001-0188"
"G3481245X","G3481245X01","P2016101900000001","108139","1","1","P2016101900000001-0480"
"G3481245X","G3481245X01","P2016101900000001","105927","1","1","P2016101900000001-0465"
"G3481245X","G3481245X01","P2016101900000001","115381","1","1","P2016101900000001-0406"
"G3481245X","G3481245X01","P2016101900000001","101225","1","1","P2016101900000001-0228"
"G3481245X","G3481245X01","P2016101900000001","109559","1","1","P2016101900000001-0073"
"G3481245X","G3481245X01","P2016101900000001","110377","1","1","P2016101900000001-0051"
"G3481245X","G3481245X01","P2016101900000001","106223","1","1","P2016101900000001-0247"
"G3481245X","G3481245X01","P2016101900000001","115349","1","1","P2016101900000001-0245"
"G3481245X","G3481245X01","P2016101900000001","112955","1","1","P2016101900000001-0359"
"G3481245X","G3481245X01","P2016101900000001","111129","1","1","P2016101900000001-0466"
"G3481245X","G3481245X01","P2016101900000001","101609","1","1","P2016101900000001-0209"
"G3481245X","G3481245X01","P2016101900000001","111523","1","1","P2016101900000001-0090"
"G3481245X","G3481245X01","P2016101900000001","109347","1","1","P2016101900000001-0464"
"G3481245X","G3481245X01","P2016101900000001","116123","1","1","P2016101900000001-0184"
"G3481245X","G3481245X01","P2016101900000001","114977","1","1","P2016101900000001-0325"
"G3481245X","G3481245X01","P2016101900000001","108547","1","1","P2016101900000001-0281"
"G3481245X","G3481245X01","P2016101900000001","109563","1","1","P2016101900000001-0394"
"G3481245X","G3481245X01","P2016101900000001","105013","1","1","P2016101900000001-0116"
"G3481245X","G3481245X01","P2016101900000001","101117","1","1","P2016101900000001-0040"
"G3481245X","G3481245X01","P2016101900000001","108501","1","1","P2016101900000001-0482"
"G3481245X","G3481245X01","P2016101900000001","108531","1","1","P2016101900000001-0039"
"G3481245X","G3481245X01","P2016101900000001","116361","1","1","P2016101900000001-0375"
"G3481245X","G3481245X01","P2016101900000001","108167","1","1","P2016101900000001-0206"
"G3481245X","G3481245X01","P2016101900000001","114141","1","1","P2016101900000001-0147"
"G3481245X","G3481245X01","P2016101900000001","110199","1","1","P2016101900000001-0354"
"G3481245X","G3481245X01","P2016101900000001","100004","1","1","P2016101900000001-0029"
"G3481245X","G3481245X01","P2016101900000001","116779","1","1","P2016101900000001-0425"
"G3481245X","G3481245X01","P2016101900000001","102587","1","1","P2016101900000001-0429"
"G3481245X","G3481245X01","P2016101900000001","117667","1","1","P2016101900000001-0013"
"G3481245X","G3481245X01","P2016101900000001","106133","1","1","P2016101900000001-0306"
"G3481245X","G3481245X01","P2016101900000001","100967","1","1","P2016101900000001-0285"
"G3481245X","G3481245X01","P2016101900000001","100443","1","1","P2016101900000001-0324"
"G3481245X","G3481245X01","P2016101900000001","112695","1","1","P2016101900000001-0081"
"G3481245X","G3481245X01","P2016101900000001","109569","1","1","P2016101900000001-0352"
"G3481245X","G3481245X01","P2016101900000001","101327","1","1","P2016101900000001-0494"
"G3481245X","G3481245X01","P2016101900000001","112699","1","1","P2016101900000001-0166"
"G3481245X","G3481245X01","P2016101900000001","108527","1","1","P2016101900000001-0182"
"G3481245X","G3481245X01","P2016101900000001","114365","1","1","P2016101900000001-0085"
"G3481245X","G3481245X01","P2016101900000001","114747","1","1","P2016101900000001-0428"
"G3481245X","G3481245X01","P2016101900000001","109571","1","1","P2016101900000001-0470"
"G3481245X","G3481245X01","P2016101900000001","108551","1","1","P2016101900000001-0489"
"G3481245X","G3481245X01","P2016101900000001","110378","1","1","P2016101900000001-0055"
"G3481245X","G3481245X01","P2016101900000001","112959","1","1","P2016101900000001-0388"
"G3481245X","G3481245X01","P2016101900000001","113007","1","1","P2016101900000001-0226"
"G3481245X","G3481245X01","P2016101900000001","113201","1","1","P2016101900000001-0201"
"G3481245X","G3481245X01","P2016101900000001","106187","1","1","P2016101900000001-0346"
"G3481245X","G3481245X01","P2016101900000001","104175","1","1","P2016101900000001-0256"
"G3481245X","G3481245X01","P2016101900000001","104533","1","1","P2016101900000001-0369"
"G3481245X","G3481245X01","P2016101900000001","106171","1","1","P2016101900000001-0187"
"G3481245X","G3481245X01","P2016101900000001","111773","1","1","P2016101900000001-0362"
"G3481245X","G3481245X01","P2016101900000001","100431","1","1","P2016101900000001-0304"
"G3481245X","G3481245X01","P2016101900000001","117439","1","1","P2016101900000001-0313"
"G3481245X","G3481245X01","P2016101900000001","111083","1","1","P2016101900000001-0441"
"G3481245X","G3481245X01","P2016101900000001","114967","1","1","P2016101900000001-0353"
"G3481245X","G3481245X01","P2016101900000001","112975","1","1","P2016101900000001-0211"
"G3481245X","G3481245X01","P2016101900000001","116295","1","1","P2016101900000001-0337"
"G3481245X","G3481245X01","P2016101900000001","118063","1","1","P2016101900000001-0449"
"G3481245X","G3481245X01","P2016101900000001","115323","1","1","P2016101900000001-0360"
"G3481245X","G3481245X01","P2016101900000001","113009","1","1","P2016101900000001-0130"
"G3481245X","G3481245X01","P2016101900000001","108503","1","1","P2016101900000001-0141"
"G3481245X","G3481245X01","P2016101900000001","116159","1","1","P2016101900000001-0377"
"G3481245X","G3481245X01","P2016101900000001","116341","1","1","P2016101900000001-0163"
"G3481245X","G3481245X01","P2016101900000001","105365","1","1","P2016101900000001-0136"
"G3481245X","G3481245X01","P2016101900000001","105373","1","1","P2016101900000001-0152"
"G3481245X","G3481245X01","P2016101900000001","102575","1","1","P2016101900000001-0374"
"G3481245X","G3481245X01","P2016101900000001","113807","1","1","P2016101900000001-0227"
"G3481245X","G3481245X01","P2016101900000001","116787","1","1","P2016101900000001-0144"
"G3481245X","G3481245X01","P2016101900000001","104219","1","1","P2016101900000001-0430"
"G3481245X","G3481245X01","P2016101900000001","101093","1","1","P2016101900000001-0042"
"G3481245X","G3481245X01","P2016101900000001","100989","1","1","P2016101900000001-0070"
"G3481245X","G3481245X01","P2016101900000001","106265","1","1","P2016101900000001-0014"
"G3481245X","G3481245X01","P2016101900000001","114919","1","1","P2016101900000001-0009"
"G3481245X","G3481245X01","P2016101900000001","106275","1","1","P2016101900000001-0264"
"G3481245X","G3481245X01","P2016101900000001","101325","1","1","P2016101900000001-0435"
"G3481245X","G3481245X01","P2016101900000001","103251","1","1","P2016101900000001-0331"
"G3481245X","G3481245X01","P2016101900000001","103761","1","1","P2016101900000001-0096"
"G3481245X","G3481245X01","P2016101900000001","105011","1","1","P2016101900000001-0044"
"G3481245X","G3481245X01","P2016101900000001","113817","1","1","P2016101900000001-0387"
"G3481245X","G3481245X01","P2016101900000001","109567","1","1","P2016101900000001-0156"
"G3481245X","G3481245X01","P2016101900000001","108177","1","1","P2016101900000001-0066"
"G3481245X","G3481245X01","P2016101900000001","105019","1","1","P2016101900000001-0229"
"G3481245X","G3481245X01","P2016101900000001","111541","1","1","P2016101900000001-0238"
"G3481245X","G3481245X01","P2016101900000001","112957","1","1","P2016101900000001-0237"
"G3481245X","G3481245X01","P2016101900000001","102557","1","1","P2016101900000001-0083"
"G3481245X","G3481245X01","P2016101900000001","107289","1","1","P2016101900000001-0088"
"G3481245X","G3481245X01","P2016101900000001","103491","1","1","P2016101900000001-0458"
"G3481245X","G3481245X01","P2016101900000001","104207","1","1","P2016101900000001-0154"
"G3481245X","G3481245X01","P2016101900000001","100961","1","1","P2016101900000001-0005"
"G3481245X","G3481245X01","P2016101900000001","109405","1","1","P2016101900000001-0414"
"G3481245X","G3481245X01","P2016101900000001","101245","1","1","P2016101900000001-0148"
"G3481245X","G3481245X01","P2016101900000001","109573","1","1","P2016101900000001-0015"
"G3481245X","G3481245X01","P2016101900000001","112365","1","1","P2016101900000001-0436"
"G3481245X","G3481245X01","P2016101900000001","109459","1","1","P2016101900000001-0063"
"G3481245X","G3481245X01","P2016101900000001","109409","1","1","P2016101900000001-0235"
"G3481245X","G3481245X01","P2016101900000001","117445","1","1","P2016101900000001-0283"
"G3481245X","G3481245X01","P2016101900000001","113809","1","1","P2016101900000001-0404"
"G3481245X","G3481245X01","P2016101900000001","115333","1","1","P2016101900000001-0179"
"G3481245X","G3481245X01","P2016101900000001","117587","1","1","P2016101900000001-0151"
"G3481245X","G3481245X01","P2016101900000001","114571","1","1","P2016101900000001-0049"
"G3481245X","G3481245X01","P2016101900000001","104549","1","1","P2016101900000001-0294"
"G3481245X","G3481245X01","P2016101900000001","117441","1","1","P2016101900000001-0244"
"G3481245X","G3481245X01","P2016101900000001","109445","1","1","P2016101900000001-0217"
"G3481245X","G3481245X01","P2016101900000001","109513","1","1","P2016101900000001-0431"
"G3481245X","G3481245X01","P2016101900000001","102607","1","1","P2016101900000001-0121"
"G3481245X","G3481245X01","P2016101900000001","101131","1","1","P2016101900000001-0474"
"G3481245X","G3481245X01","P2016101900000001","101125","1","1","P2016101900000001-0255"
"G3481245X","G3481245X01","P2016101900000001","116363","1","1","P2016101900000001-0265"
"G3481245X","G3481245X01","P2016101900000001","113795","1","1","P2016101900000001-0497"
"G3481245X","G3481245X01","P2016101900000001","116369","1","1","P2016101900000001-0208"
"G3481245X","G3481245X01","P2016101900000001","111135","1","1","P2016101900000001-0076"
"G3481245X","G3481245X01","P2016101900000001","104185","1","1","P2016101900000001-0410"
"G3481245X","G3481245X01","P2016101900000001","108511","1","1","P2016101900000001-0379"
"G3481245X","G3481245X01","P2016101900000001","103759","1","1","P2016101900000001-0196"
"G3481245X","G3481245X01","P2016101900000001","112965","1","1","P2016101900000001-0074"
"G3481245X","G3481245X01","P2016101900000001","105333","1","1","P2016101900000001-0314"
