"DDBH","YYBM","PSDBM","GYSBM","PSQYBM","PSSBM","YPBM","DJ","PSSL","DDMXBH"
"D2016101400000007","455755610","45575561001","100001","100001","100001","129009","26.00","100","D2016101400000007-0062"
"D2016101400000007","455755610","45575561001","100001","100001","100001","127623","25.00","100","D2016101400000007-0063"
"D2016101400000007","455755610","45575561001","100001","100001","100001","127603","21.00","100","D2016101400000007-0064"
"D2016101400000007","455755610","45575561001","100001","100001","100001","119261","24.00","100","D2016101400000007-0065"
"D2016101400000007","455755610","45575561001","100001","100001","100001","136707","34.00","100","D2016101400000007-0066"
"D2016101400000007","455755610","45575561001","100001","100001","100001","131203","32.00","100","D2016101400000007-0067"
"D2016101400000007","455755610","45575561001","100001","100001","100001","118959","34.00","100","D2016101400000007-0068"
"D2016101400000007","455755610","45575561001","100001","100001","100001","124969","32.00","100","D2016101400000007-0069"
"D2016101400000007","455755610","45575561001","100001","100001","100001","133855","29.00","100","D2016101400000007-0070"
"D2016101400000007","455755610","45575561001","100001","100001","100001","105343","20.00","100","D2016101400000007-0071"
"D2016101400000007","455755610","45575561001","100001","100001","100001","134343","22.00","100","D2016101400000007-0072"
"D2016101400000007","455755610","45575561001","100001","100001","100001","106193","28.00","100","D2016101400000007-0073"
"D2016101400000007","455755610","45575561001","100001","100001","100001","137863","20.00","100","D2016101400000007-0074"
"D2016101400000007","455755610","45575561001","100001","100001","100001","120783","27.00","100","D2016101400000007-0075"
"D2016101400000007","455755610","45575561001","100001","100001","100001","129205","32.00","100","D2016101400000007-0076"
"D2016101400000007","455755610","45575561001","100001","100001","100001","113005","38.00","100","D2016101400000007-0077"
"D2016101400000007","455755610","45575561001","100001","100001","100001","127643","23.00","100","D2016101400000007-0078"
"D2016101400000007","455755610","45575561001","100001","100001","100001","119589","25.00","100","D2016101400000007-0079"
"D2016101400000007","455755610","45575561001","100001","100001","100001","108177","37.00","100","D2016101400000007-0080"
"D2016101400000007","455755610","45575561001","100001","100001","100001","100961","23.00","100","D2016101400000007-0081"
"D2016101400000007","455755610","45575561001","100001","100001","100001","129391","21.00","100","D2016101400000007-0082"
"D2016101400000007","455755610","45575561001","100001","100001","100001","119817","34.00","100","D2016101400000007-0083"
"D2016101400000007","455755610","45575561001","100001","100001","100001","127689","22.00","100","D2016101400000007-0084"
"D2016101400000007","455755610","45575561001","100001","100001","100001","136731","21.00","100","D2016101400000007-0085"
"D2016101400000007","455755610","45575561001","100001","100001","100001","114575","27.00","100","D2016101400000007-0086"
"D2016101400000007","455755610","45575561001","100001","100001","100001","120507","28.00","100","D2016101400000007-0087"
"D2016101400000007","455755610","45575561001","100001","100001","100001","130469","35.00","100","D2016101400000007-0088"
"D2016101400000007","455755610","45575561001","100001","100001","100001","105011","20.00","100","D2016101400000007-0089"
"D2016101400000007","455755610","45575561001","100001","100001","100001","105367","23.00","100","D2016101400000007-0090"
"D2016101400000007","455755610","45575561001","100001","100001","100001","133877","33.00","100","D2016101400000007-0091"
"D2016101400000007","455755610","45575561001","100001","100001","100001","130903","28.00","100","D2016101400000007-0092"
"D2016101400000007","455755610","45575561001","100001","100001","100001","136329","27.00","100","D2016101400000007-0093"
"D2016101400000007","455755610","45575561001","100001","100001","100001","110379","22.00","100","D2016101400000007-0094"
"D2016101400000007","455755610","45575561001","100001","100001","100001","104161","28.00","100","D2016101400000007-0095"
"D2016101400000007","455755610","45575561001","100001","100001","100001","133131","22.00","100","D2016101400000007-0096"
"D2016101400000007","455755610","45575561001","100001","100001","100001","113807","23.00","100","D2016101400000007-0097"
"D2016101400000007","455755610","45575561001","100001","100001","100001","137861","21.00","100","D2016101400000007-0098"
"D2016101400000007","455755610","45575561001","100001","100001","100001","109403","26.00","100","D2016101400000007-0099"
"D2016101400000007","455755610","45575561001","100001","100001","100001","118995","24.00","100","D2016101400000007-0100"
"D2016101400000007","455755610","45575561001","100001","100001","100001","118957","24.00","100","D2016101400000007-0101"
"D2016101400000007","455755610","45575561001","100001","100001","100001","109537","30.00","100","D2016101400000007-0102"
"D2016101400000007","455755610","45575561001","100001","100001","100001","119221","30.00","100","D2016101400000007-0103"
"D2016101400000007","455755610","45575561001","100001","100001","100001","100002","31.00","100","D2016101400000007-0104"
"D2016101400000007","455755610","45575561001","100001","100001","100001","103431","33.00","100","D2016101400000007-0105"
"D2016101400000007","455755610","45575561001","100001","100001","100001","101325","36.00","100","D2016101400000007-0106"
"D2016101400000007","455755610","45575561001","100001","100001","100001","128197","35.00","100","D2016101400000007-0107"
"D2016101400000007","455755610","45575561001","100001","100001","100001","119871","35.00","100","D2016101400000007-0108"
"D2016101400000007","455755610","45575561001","100001","100001","100001","130067","23.00","100","D2016101400000007-0109"
"D2016101400000007","455755610","45575561001","100001","100001","100001","114183","21.00","100","D2016101400000007-0110"
"D2016101400000007","455755610","45575561001","100001","100001","100001","127695","30.00","100","D2016101400000007-0111"
"D2016101400000007","455755610","45575561001","100001","100001","100001","123151","33.00","100","D2016101400000007-0112"
"D2016101400000007","455755610","45575561001","100001","100001","100001","119223","28.00","100","D2016101400000007-0113"
"D2016101400000007","455755610","45575561001","100001","100001","100001","119611","26.00","100","D2016101400000007-0114"
"D2016101400000007","455755610","45575561001","100001","100001","100001","119787","36.00","100","D2016101400000007-0115"
"D2016101400000007","455755610","45575561001","100001","100001","100001","105923","37.00","100","D2016101400000007-0116"
"D2016101400000007","455755610","45575561001","100001","100001","100001","106207","27.00","100","D2016101400000007-0117"
"D2016101400000007","455755610","45575561001","100001","100001","100001","114067","38.00","100","D2016101400000007-0118"
"D2016101400000007","455755610","45575561001","100001","100001","100001","120797","32.00","100","D2016101400000007-0119"
"D2016101400000007","455755610","45575561001","100001","100001","100001","113151","29.00","100","D2016101400000007-0120"
"D2016101400000007","455755610","45575561001","100001","100001","100001","110357","30.00","100","D2016101400000007-0121"
"D2016101400000007","455755610","45575561001","100001","100001","100001","117739","39.00","100","D2016101400000007-0122"
"D2016101400000007","455755610","45575561001","100001","100001","100001","101443","25.00","100","D2016101400000007-0123"
"D2016101400000007","455755610","45575561001","100001","100001","100001","118977","27.00","100","D2016101400000007-0124"
"D2016101400000007","455755610","45575561001","100001","100001","100001","119025","22.00","100","D2016101400000007-0125"
"D2016101400000007","455755610","45575561001","100001","100001","100001","109567","23.00","100","D2016101400000007-0126"
"D2016101400000007","455755610","45575561001","100001","100001","100001","128205","38.00","100","D2016101400000007-0127"
"D2016101400000007","455755610","45575561001","100001","100001","100001","109401","25.00","100","D2016101400000007-0128"
"D2016101400000007","455755610","45575561001","100001","100001","100001","101454","40.00","100","D2016101400000007-0129"
"D2016101400000007","455755610","45575561001","100001","100001","100001","107265","29.00","100","D2016101400000007-0130"
"D2016101400000007","455755610","45575561001","100001","100001","100001","127629","21.00","100","D2016101400000007-0131"
"D2016101400000007","455755610","45575561001","100001","100001","100001","132807","34.00","100","D2016101400000007-0132"
"D2016101400000007","455755610","45575561001","100001","100001","100001","107253","37.00","100","D2016101400000007-0133"
"D2016101400000007","455755610","45575561001","100001","100001","100001","121575","39.00","100","D2016101400000007-0134"
"D2016101400000007","455755610","45575561001","100001","100001","100001","102541","32.00","100","D2016101400000007-0135"
"D2016101400000007","455755610","45575561001","100001","100001","100001","102577","20.00","100","D2016101400000007-0136"
"D2016101400000007","455755610","45575561001","100001","100001","100001","129443","27.00","100","D2016101400000007-0137"
"D2016101400000007","455755610","45575561001","100001","100001","100001","106133","23.00","100","D2016101400000007-0138"
"D2016101400000007","455755610","45575561001","100001","100001","100001","116341","37.00","100","D2016101400000007-0139"
"D2016101400000007","455755610","45575561001","100001","100001","100001","103423","29.00","100","D2016101400000007-0140"
"D2016101400000007","455755610","45575561001","100001","100001","100001","119037","21.00","100","D2016101400000007-0141"
"D2016101400000007","455755610","45575561001","100001","100001","100001","134237","28.00","100","D2016101400000007-0142"
"D2016101400000007","455755610","45575561001","100001","100001","100001","134247","31.00","100","D2016101400000007-0143"
"D2016101400000007","455755610","45575561001","100001","100001","100001","111685","21.00","100","D2016101400000007-0144"
"D2016101400000007","455755610","45575561001","100001","100001","100001","136773","20.00","100","D2016101400000007-0145"
"D2016101400000007","455755610","45575561001","100001","100001","100001","119013","32.00","100","D2016101400000007-0146"
"D2016101400000007","455755610","45575561001","100001","100001","100001","119829","36.00","100","D2016101400000007-0147"
"D2016101400000007","455755610","45575561001","100001","100001","100001","103141","26.00","100","D2016101400000007-0148"
"D2016101400000007","455755610","45575561001","100001","100001","100001","134261","35.00","100","D2016101400000007-0149"
"D2016101400000007","455755610","45575561001","100001","100001","100001","128167","36.00","100","D2016101400000007-0150"
"D2016101400000007","455755610","45575561001","100001","100001","100001","132835","37.00","100","D2016101400000007-0151"
"D2016101400000007","455755610","45575561001","100001","100001","100001","135317","27.00","100","D2016101400000007-0152"
"D2016101400000007","455755610","45575561001","100001","100001","100001","131173","29.00","100","D2016101400000007-0153"
"D2016101400000007","455755610","45575561001","100001","100001","100001","131709","36.00","100","D2016101400000007-0154"
"D2016101400000007","455755610","45575561001","100001","100001","100001","136729","22.00","100","D2016101400000007-0155"
"D2016101400000007","455755610","45575561001","100001","100001","100001","121773","36.00","100","D2016101400000007-0156"
"D2016101400000007","455755610","45575561001","100001","100001","100001","130533","38.00","100","D2016101400000007-0157"
"D2016101400000007","455755610","45575561001","100001","100001","100001","101613","22.00","100","D2016101400000007-0158"
"D2016101400000007","455755610","45575561001","100001","100001","100001","108233","34.00","100","D2016101400000007-0159"
"D2016101400000007","455755610","45575561001","100001","100001","100001","119263","37.00","100","D2016101400000007-0160"
"D2016101400000007","455755610","45575561001","100001","100001","100001","108521","39.00","100","D2016101400000007-0161"
"D2016101400000007","455755610","45575561001","100001","100001","100001","119879","34.00","100","D2016101400000007-0162"
"D2016101400000007","455755610","45575561001","100001","100001","100001","101117","36.00","100","D2016101400000007-0163"
"D2016101400000007","455755610","45575561001","100001","100001","100001","120503","26.00","100","D2016101400000007-0164"
"D2016101400000007","455755610","45575561001","100001","100001","100001","129621","29.00","100","D2016101400000007-0165"
"D2016101400000007","455755610","45575561001","100001","100001","100001","114573","29.00","100","D2016101400000007-0166"
"D2016101400000007","455755610","45575561001","100001","100001","100001","113281","37.00","100","D2016101400000007-0167"
"D2016101400000007","455755610","45575561001","100001","100001","100001","111091","29.00","100","D2016101400000007-0168"
"D2016101400000007","455755610","45575561001","100001","100001","100001","113787","39.00","100","D2016101400000007-0169"
"D2016101400000007","455755610","45575561001","100001","100001","100001","107289","36.00","100","D2016101400000007-0170"
"D2016101400000007","455755610","45575561001","100001","100001","100001","106203","36.00","100","D2016101400000007-0171"
"D2016101400000007","455755610","45575561001","100001","100001","100001","101131","20.00","100","D2016101400000007-0172"
"D2016101400000007","455755610","45575561001","100001","100001","100001","127101","21.00","100","D2016101400000007-0173"
"D2016101400000007","455755610","45575561001","100001","100001","100001","113201","30.00","100","D2016101400000007-0174"
"D2016101400000007","455755610","45575561001","100001","100001","100001","109429","30.00","100","D2016101400000007-0175"
"D2016101400000007","455755610","45575561001","100001","100001","100001","130701","24.00","100","D2016101400000007-0176"
"D2016101400000007","455755610","45575561001","100001","100001","100001","104185","37.00","100","D2016101400000007-0177"
"D2016101400000007","455755610","45575561001","100001","100001","100001","130005","35.00","100","D2016101400000007-0178"
"D2016101400000007","455755610","45575561001","100001","100001","100001","132901","24.00","100","D2016101400000007-0179"
"D2016101400000007","455755610","45575561001","100001","100001","100001","134213","31.00","100","D2016101400000007-0180"
"D2016101400000007","455755610","45575561001","100001","100001","100001","101471","29.00","100","D2016101400000007-0181"
"D2016101400000007","455755610","45575561001","100001","100001","100001","106065","24.00","100","D2016101400000007-0182"
"D2016101400000007","455755610","45575561001","100001","100001","100001","128187","23.00","100","D2016101400000007-0183"
"D2016101400000007","455755610","45575561001","100001","100001","100001","106187","37.00","100","D2016101400000007-0184"
"D2016101400000007","455755610","45575561001","100001","100001","100001","131697","21.00","100","D2016101400000007-0185"
"D2016101400000007","455755610","45575561001","100001","100001","100001","101351","31.00","100","D2016101400000007-0186"
"D2016101400000007","455755610","45575561001","100001","100001","100001","109379","26.00","100","D2016101400000007-0187"
"D2016101400000007","455755610","45575561001","100001","100001","100001","111781","35.00","100","D2016101400000007-0188"
"D2016101400000007","455755610","45575561001","100001","100001","100001","119241","25.00","100","D2016101400000007-0189"
"D2016101400000007","455755610","45575561001","100001","100001","100001","111103","27.00","100","D2016101400000007-0190"
"D2016101400000007","455755610","45575561001","100001","100001","100001","108507","24.00","100","D2016101400000007-0191"
"D2016101400000007","455755610","45575561001","100001","100001","100001","126423","21.00","100","D2016101400000007-0192"
"D2016101400000007","455755610","45575561001","100001","100001","100001","119773","36.00","100","D2016101400000007-0193"
"D2016101400000007","455755610","45575561001","100001","100001","100001","108487","27.00","100","D2016101400000007-0194"
"D2016101400000007","455755610","45575561001","100001","100001","100001","105015","21.00","100","D2016101400000007-0195"
"D2016101400000007","455755610","45575561001","100001","100001","100001","132903","24.00","100","D2016101400000007-0196"
"D2016101400000007","455755610","45575561001","100001","100001","100001","134667","32.00","100","D2016101400000007-0197"
"D2016101400000007","455755610","45575561001","100001","100001","100001","130081","28.00","100","D2016101400000007-0198"
"D2016101400000007","455755610","45575561001","100001","100001","100001","133017","27.00","100","D2016101400000007-0199"
"D2016101400000007","455755610","45575561001","100001","100001","100001","120499","31.00","100","D2016101400000007-0200"
"D2016101400000007","455755610","45575561001","100001","100001","100001","102583","39.00","100","D2016101400000007-0201"
"D2016101400000007","455755610","45575561001","100001","100001","100001","115323","29.00","100","D2016101400000007-0202"
"D2016101400000007","455755610","45575561001","100001","100001","100001","111185","36.00","100","D2016101400000007-0203"
"D2016101400000007","455755610","45575561001","100001","100001","100001","134219","30.00","100","D2016101400000007-0204"
"D2016101400000007","455755610","45575561001","100001","100001","100001","123365","29.00","100","D2016101400000007-0205"
"D2016101400000007","455755610","45575561001","100001","100001","100001","119547","24.00","100","D2016101400000007-0206"
"D2016101400000007","455755610","45575561001","100001","100001","100001","118949","33.00","100","D2016101400000007-0207"
"D2016101400000007","455755610","45575561001","100001","100001","100001","105371","22.00","100","D2016101400000007-0208"
"D2016101400000007","455755610","45575561001","100001","100001","100001","115379","27.00","100","D2016101400000007-0209"
"D2016101400000007","455755610","45575561001","100001","100001","100001","127635","30.00","100","D2016101400000007-0210"
"D2016101400000007","455755610","45575561001","100001","100001","100001","111095","34.00","100","D2016101400000007-0211"
"D2016101400000007","455755610","45575561001","100001","100001","100001","113161","31.00","100","D2016101400000007-0212"
"D2016101400000007","455755610","45575561001","100001","100001","100001","101199","34.00","100","D2016101400000007-0213"
"D2016101400000007","455755610","45575561001","100001","100001","100001","114971","39.00","100","D2016101400000007-0214"
"D2016101400000007","455755610","45575561001","100001","100001","100001","119799","34.00","100","D2016101400000007-0215"
"D2016101400000007","455755610","45575561001","100001","100001","100001","110361","34.00","100","D2016101400000007-0216"
"D2016101400000007","455755610","45575561001","100001","100001","100001","131213","24.00","100","D2016101400000007-0217"
"D2016101400000007","455755610","45575561001","100001","100001","100001","131715","37.00","100","D2016101400000007-0218"
"D2016101400000007","455755610","45575561001","100001","100001","100001","109445","31.00","100","D2016101400000007-0219"
"D2016101400000007","455755610","45575561001","100001","100001","100001","127649","24.00","100","D2016101400000007-0220"
"D2016101400000007","455755610","45575561001","100001","100001","100001","119227","29.00","100","D2016101400000007-0221"
"D2016101400000007","455755610","45575561001","100001","100001","100001","108255","31.00","100","D2016101400000007-0222"
"D2016101400000007","455755610","45575561001","100001","100001","100001","118369","31.00","100","D2016101400000007-0223"
"D2016101400000007","455755610","45575561001","100001","100001","100001","131731","20.00","100","D2016101400000007-0224"
"D2016101400000007","455755610","45575561001","100001","100001","100001","127625","29.00","100","D2016101400000007-0225"
"D2016101400000007","455755610","45575561001","100001","100001","100001","129965","32.00","100","D2016101400000007-0226"
"D2016101400000007","455755610","45575561001","100001","100001","100001","101119","37.00","100","D2016101400000007-0227"
"D2016101400000007","455755610","45575561001","100001","100001","100001","121515","30.00","100","D2016101400000007-0228"
"D2016101400000007","455755610","45575561001","100001","100001","100001","127559","31.00","100","D2016101400000007-0229"
"D2016101400000007","455755610","45575561001","100001","100001","100001","129637","33.00","100","D2016101400000007-0230"
"D2016101400000007","455755610","45575561001","100001","100001","100001","132821","31.00","100","D2016101400000007-0231"
"D2016101400000007","455755610","45575561001","100001","100001","100001","124461","32.00","100","D2016101400000007-0232"
"D2016101400000007","455755610","45575561001","100001","100001","100001","124009","35.00","100","D2016101400000007-0233"
"D2016101400000007","455755610","45575561001","100001","100001","100001","114397","39.00","100","D2016101400000007-0234"
"D2016101400000007","455755610","45575561001","100001","100001","100001","100025","31.00","100","D2016101400000007-0235"
"D2016101400000007","455755610","45575561001","100001","100001","100001","111733","27.00","100","D2016101400000007-0236"
"D2016101400000007","455755610","45575561001","100001","100001","100001","107237","35.00","100","D2016101400000007-0237"
"D2016101400000007","455755610","45575561001","100001","100001","100001","134265","39.00","100","D2016101400000007-0238"
"D2016101400000007","455755610","45575561001","100001","100001","100001","116295","30.00","100","D2016101400000007-0239"
"D2016101400000007","455755610","45575561001","100001","100001","100001","112975","25.00","100","D2016101400000007-0240"
"D2016101400000007","455755610","45575561001","100001","100001","100001","131217","25.00","100","D2016101400000007-0241"
"D2016101400000007","455755610","45575561001","100001","100001","100001","101611","20.00","100","D2016101400000007-0242"
"D2016101400000007","455755610","45575561001","100001","100001","100001","118987","38.00","100","D2016101400000007-0243"
"D2016101400000007","455755610","45575561001","100001","100001","100001","133125","20.00","100","D2016101400000007-0244"
"D2016101400000007","455755610","45575561001","100001","100001","100001","111057","36.00","100","D2016101400000007-0245"
"D2016101400000007","455755610","45575561001","100001","100001","100001","119239","35.00","100","D2016101400000007-0246"
"D2016101400000007","455755610","45575561001","100001","100001","100001","118209","20.00","100","D2016101400000007-0247"
"D2016101400000007","455755610","45575561001","100001","100001","100001","112955","20.00","100","D2016101400000007-0248"
"D2016101400000007","455755610","45575561001","100001","100001","100001","127213","33.00","100","D2016101400000007-0249"
"D2016101400000007","455755610","45575561001","100001","100001","100001","101525","28.00","100","D2016101400000007-0250"
"D2016101400000007","455755610","45575561001","100001","100001","100001","119113","27.00","100","D2016101400000007-0251"
"D2016101400000007","455755610","45575561001","100001","100001","100001","129379","24.00","100","D2016101400000007-0252"
"D2016101400000007","455755610","45575561001","100001","100001","100001","132785","29.00","100","D2016101400000007-0253"
"D2016101400000007","455755610","45575561001","100001","100001","100001","115369","32.00","100","D2016101400000007-0254"
"D2016101400000007","455755610","45575561001","100001","100001","100001","113139","26.00","100","D2016101400000007-0255"
"D2016101400000007","455755610","45575561001","100001","100001","100001","129635","28.00","100","D2016101400000007-0256"
"D2016101400000007","455755610","45575561001","100001","100001","100001","127609","21.00","100","D2016101400000007-0257"
"D2016101400000007","455755610","45575561001","100001","100001","100001","134447","20.00","100","D2016101400000007-0258"
"D2016101400000007","455755610","45575561001","100001","100001","100001","133843","28.00","100","D2016101400000007-0259"
"D2016101400000007","455755610","45575561001","100001","100001","100001","122821","27.00","100","D2016101400000007-0260"
"D2016101400000007","455755610","45575561001","100001","100001","100001","124641","21.00","100","D2016101400000007-0261"
"D2016101400000007","455755610","45575561001","100001","100001","100001","119269","34.00","100","D2016101400000007-0262"
"D2016101400000007","455755610","45575561001","100001","100001","100001","119775","38.00","100","D2016101400000007-0263"
"D2016101400000007","455755610","45575561001","100001","100001","100001","117419","25.00","100","D2016101400000007-0264"
"D2016101400000007","455755610","45575561001","100001","100001","100001","106211","35.00","100","D2016101400000007-0265"
"D2016101400000007","455755610","45575561001","100001","100001","100001","100987","30.00","100","D2016101400000007-0266"
"D2016101400000007","455755610","45575561001","100001","100001","100001","102595","36.00","100","D2016101400000007-0267"
"D2016101400000007","455755610","45575561001","100001","100001","100001","127681","21.00","100","D2016101400000007-0268"
"D2016101400000007","455755610","45575561001","100001","100001","100001","114323","21.00","100","D2016101400000007-0269"
"D2016101400000007","455755610","45575561001","100001","100001","100001","127205","24.00","100","D2016101400000007-0270"
"D2016101400000007","455755610","45575561001","100001","100001","100001","119011","21.00","100","D2016101400000007-0271"
"D2016101400000007","455755610","45575561001","100001","100001","100001","103427","32.00","100","D2016101400000007-0272"
"D2016101400000007","455755610","45575561001","100001","100001","100001","114053","23.00","100","D2016101400000007-0273"
"D2016101400000007","455755610","45575561001","100001","100001","100001","130905","35.00","100","D2016101400000007-0274"
"D2016101400000007","455755610","45575561001","100001","100001","100001","104481","32.00","100","D2016101400000007-0275"
"D2016101400000007","455755610","45575561001","100001","100001","100001","101099","27.00","100","D2016101400000007-0276"
"D2016101400000007","455755610","45575561001","100001","100001","100001","108555","27.00","100","D2016101400000007-0277"
"D2016101400000007","455755610","45575561001","100001","100001","100001","136767","38.00","100","D2016101400000007-0278"
"D2016101400000007","455755610","45575561001","100001","100001","100001","106247","26.00","100","D2016101400000007-0279"
"D2016101400000007","455755610","45575561001","100001","100001","100001","108527","30.00","100","D2016101400000007-0280"
"D2016101400000007","455755610","45575561001","100001","100001","100001","121805","31.00","100","D2016101400000007-0281"
"D2016101400000007","455755610","45575561001","100001","100001","100001","130897","36.00","100","D2016101400000007-0282"
"D2016101400000007","455755610","45575561001","100001","100001","100001","128421","36.00","100","D2016101400000007-0283"
"D2016101400000007","455755610","45575561001","100001","100001","100001","118969","28.00","100","D2016101400000007-0284"
"D2016101400000007","455755610","45575561001","100001","100001","100001","119303","34.00","100","D2016101400000007-0285"
"D2016101400000007","455755610","45575561001","100001","100001","100001","130413","36.00","100","D2016101400000007-0286"
"D2016101400000007","455755610","45575561001","100001","100001","100001","109565","21.00","100","D2016101400000007-0287"
"D2016101400000007","455755610","45575561001","100001","100001","100001","128417","31.00","100","D2016101400000007-0288"
"D2016101400000007","455755610","45575561001","100001","100001","100001","101121","39.00","100","D2016101400000007-0289"
