"YYBM","PSDBM","PSDBH","YPBM","SCPH","CRKSL","PSDMXBH"
"PDY410692","PDY41069201","P2016101900000003","101443","1","1","P2016101900000003-0170"
"PDY410692","PDY41069201","P2016101900000003","106295","1","1","P2016101900000003-0469"
"PDY410692","PDY41069201","P2016101900000003","109347","1","1","P2016101900000003-0376"
"PDY410692","PDY41069201","P2016101900000003","117441","1","1","P2016101900000003-0213"
"PDY410692","PDY41069201","P2016101900000003","111049","1","1","P2016101900000003-0339"
"PDY410692","PDY41069201","P2016101900000003","113161","1","1","P2016101900000003-0217"
"PDY410692","PDY41069201","P2016101900000003","116341","1","1","P2016101900000003-0200"
"PDY410692","PDY41069201","P2016101900000003","101257","1","1","P2016101900000003-0308"
"PDY410692","PDY41069201","P2016101900000003","104493","1","1","P2016101900000003-0120"
"PDY410692","PDY41069201","P2016101900000003","111131","1","1","P2016101900000003-0361"
"PDY410692","PDY41069201","P2016101900000003","110373","1","1","P2016101900000003-0202"
"PDY410692","PDY41069201","P2016101900000003","110363","1","1","P2016101900000003-0468"
"PDY410692","PDY41069201","P2016101900000003","105011","1","1","P2016101900000003-0433"
"PDY410692","PDY41069201","P2016101900000003","114965","1","1","P2016101900000003-0384"
"PDY410692","PDY41069201","P2016101900000003","114599","1","1","P2016101900000003-0018"
"PDY410692","PDY41069201","P2016101900000003","103425","1","1","P2016101900000003-0076"
"PDY410692","PDY41069201","P2016101900000003","117589","1","1","P2016101900000003-0360"
"PDY410692","PDY41069201","P2016101900000003","112969","1","1","P2016101900000003-0244"
"PDY410692","PDY41069201","P2016101900000003","111043","1","1","P2016101900000003-0274"
"PDY410692","PDY41069201","P2016101900000003","116315","1","1","P2016101900000003-0048"
"PDY410692","PDY41069201","P2016101900000003","108515","1","1","P2016101900000003-0473"
"PDY410692","PDY41069201","P2016101900000003","116123","1","1","P2016101900000003-0230"
"PDY410692","PDY41069201","P2016101900000003","102565","1","1","P2016101900000003-0314"
"PDY410692","PDY41069201","P2016101900000003","108153","1","1","P2016101900000003-0097"
"PDY410692","PDY41069201","P2016101900000003","113775","1","1","P2016101900000003-0368"
"PDY410692","PDY41069201","P2016101900000003","115361","1","1","P2016101900000003-0124"
"PDY410692","PDY41069201","P2016101900000003","104967","1","1","P2016101900000003-0059"
"PDY410692","PDY41069201","P2016101900000003","108531","1","1","P2016101900000003-0122"
"PDY410692","PDY41069201","P2016101900000003","102609","1","1","P2016101900000003-0061"
"PDY410692","PDY41069201","P2016101900000003","108513","1","1","P2016101900000003-0093"
"PDY410692","PDY41069201","P2016101900000003","103431","1","1","P2016101900000003-0257"
"PDY410692","PDY41069201","P2016101900000003","100004","1","1","P2016101900000003-0235"
"PDY410692","PDY41069201","P2016101900000003","115333","1","1","P2016101900000003-0063"
"PDY410692","PDY41069201","P2016101900000003","109401","1","1","P2016101900000003-0370"
"PDY410692","PDY41069201","P2016101900000003","112961","1","1","P2016101900000003-0403"
"PDY410692","PDY41069201","P2016101900000003","104163","1","1","P2016101900000003-0448"
"PDY410692","PDY41069201","P2016101900000003","102587","1","1","P2016101900000003-0497"
"PDY410692","PDY41069201","P2016101900000003","101117","1","1","P2016101900000003-0387"
"PDY410692","PDY41069201","P2016101900000003","113119","1","1","P2016101900000003-0073"
"PDY410692","PDY41069201","P2016101900000003","102583","1","1","P2016101900000003-0479"
"PDY410692","PDY41069201","P2016101900000003","106321","1","1","P2016101900000003-0085"
"PDY410692","PDY41069201","P2016101900000003","115549","1","1","P2016101900000003-0006"
"PDY410692","PDY41069201","P2016101900000003","103141","1","1","P2016101900000003-0449"
"PDY410692","PDY41069201","P2016101900000003","106323","1","1","P2016101900000003-0472"
"PDY410692","PDY41069201","P2016101900000003","111135","1","1","P2016101900000003-0335"
"PDY410692","PDY41069201","P2016101900000003","100975","1","1","P2016101900000003-0393"
"PDY410692","PDY41069201","P2016101900000003","102603","1","1","P2016101900000003-0450"
"PDY410692","PDY41069201","P2016101900000003","102557","1","1","P2016101900000003-0236"
"PDY410692","PDY41069201","P2016101900000003","103901","1","1","P2016101900000003-0356"
"PDY410692","PDY41069201","P2016101900000003","112973","1","1","P2016101900000003-0016"
"PDY410692","PDY41069201","P2016101900000003","101095","1","1","P2016101900000003-0259"
"PDY410692","PDY41069201","P2016101900000003","104161","1","1","P2016101900000003-0154"
"PDY410692","PDY41069201","P2016101900000003","107241","1","1","P2016101900000003-0346"
"PDY410692","PDY41069201","P2016101900000003","108529","1","1","P2016101900000003-0406"
"PDY410692","PDY41069201","P2016101900000003","113809","1","1","P2016101900000003-0181"
"PDY410692","PDY41069201","P2016101900000003","108511","1","1","P2016101900000003-0153"
"PDY410692","PDY41069201","P2016101900000003","117423","1","1","P2016101900000003-0354"
"PDY410692","PDY41069201","P2016101900000003","114067","1","1","P2016101900000003-0112"
"PDY410692","PDY41069201","P2016101900000003","107237","1","1","P2016101900000003-0471"
"PDY410692","PDY41069201","P2016101900000003","105013","1","1","P2016101900000003-0180"
"PDY410692","PDY41069201","P2016101900000003","114395","1","1","P2016101900000003-0271"
"PDY410692","PDY41069201","P2016101900000003","111535","1","1","P2016101900000003-0400"
"PDY410692","PDY41069201","P2016101900000003","100979","1","1","P2016101900000003-0075"
"PDY410692","PDY41069201","P2016101900000003","118105","1","1","P2016101900000003-0302"
"PDY410692","PDY41069201","P2016101900000003","102551","1","1","P2016101900000003-0017"
"PDY410692","PDY41069201","P2016101900000003","103251","1","1","P2016101900000003-0026"
"PDY410692","PDY41069201","P2016101900000003","118063","1","1","P2016101900000003-0109"
"PDY410692","PDY41069201","P2016101900000003","109463","1","1","P2016101900000003-0041"
"PDY410692","PDY41069201","P2016101900000003","117251","1","1","P2016101900000003-0111"
"PDY410692","PDY41069201","P2016101900000003","110377","1","1","P2016101900000003-0268"
"PDY410692","PDY41069201","P2016101900000003","114365","1","1","P2016101900000003-0209"
"PDY410692","PDY41069201","P2016101900000003","104533","1","1","P2016101900000003-0456"
"PDY410692","PDY41069201","P2016101900000003","104185","1","1","P2016101900000003-0238"
"PDY410692","PDY41069201","P2016101900000003","107265","1","1","P2016101900000003-0068"
"PDY410692","PDY41069201","P2016101900000003","100887","1","1","P2016101900000003-0143"
"PDY410692","PDY41069201","P2016101900000003","104545","1","1","P2016101900000003-0005"
"PDY410692","PDY41069201","P2016101900000003","101115","1","1","P2016101900000003-0463"
"PDY410692","PDY41069201","P2016101900000003","103421","1","1","P2016101900000003-0203"
"PDY410692","PDY41069201","P2016101900000003","102567","1","1","P2016101900000003-0382"
"PDY410692","PDY41069201","P2016101900000003","100893","1","1","P2016101900000003-0279"
"PDY410692","PDY41069201","P2016101900000003","108137","1","1","P2016101900000003-0331"
"PDY410692","PDY41069201","P2016101900000003","102541","1","1","P2016101900000003-0194"
"PDY410692","PDY41069201","P2016101900000003","104527","1","1","P2016101900000003-0481"
"PDY410692","PDY41069201","P2016101900000003","111483","1","1","P2016101900000003-0144"
"PDY410692","PDY41069201","P2016101900000003","103763","1","1","P2016101900000003-0464"
"PDY410692","PDY41069201","P2016101900000003","111103","1","1","P2016101900000003-0071"
"PDY410692","PDY41069201","P2016101900000003","102613","1","1","P2016101900000003-0300"
"PDY410692","PDY41069201","P2016101900000003","117439","1","1","P2016101900000003-0119"
"PDY410692","PDY41069201","P2016101900000003","103487","1","1","P2016101900000003-0159"
"PDY410692","PDY41069201","P2016101900000003","100965","1","1","P2016101900000003-0491"
"PDY410692","PDY41069201","P2016101900000003","114757","1","1","P2016101900000003-0228"
"PDY410692","PDY41069201","P2016101900000003","112693","1","1","P2016101900000003-0003"
"PDY410692","PDY41069201","P2016101900000003","114927","1","1","P2016101900000003-0087"
"PDY410692","PDY41069201","P2016101900000003","109407","1","1","P2016101900000003-0057"
"PDY410692","PDY41069201","P2016101900000003","111733","1","1","P2016101900000003-0105"
"PDY410692","PDY41069201","P2016101900000003","103481","1","1","P2016101900000003-0199"
"PDY410692","PDY41069201","P2016101900000003","107231","1","1","P2016101900000003-0020"
"PDY410692","PDY41069201","P2016101900000003","104207","1","1","P2016101900000003-0040"
"PDY410692","PDY41069201","P2016101900000003","108507","1","1","P2016101900000003-0332"
"PDY410692","PDY41069201","P2016101900000003","101613","1","1","P2016101900000003-0487"
"PDY410692","PDY41069201","P2016101900000003","110361","1","1","P2016101900000003-0416"
"PDY410692","PDY41069201","P2016101900000003","116309","1","1","P2016101900000003-0187"
"PDY410692","PDY41069201","P2016101900000003","109513","1","1","P2016101900000003-0378"
"PDY410692","PDY41069201","P2016101900000003","100977","1","1","P2016101900000003-0490"
"PDY410692","PDY41069201","P2016101900000003","114165","1","1","P2016101900000003-0425"
"PDY410692","PDY41069201","P2016101900000003","113167","1","1","P2016101900000003-0266"
"PDY410692","PDY41069201","P2016101900000003","109565","1","1","P2016101900000003-0019"
"PDY410692","PDY41069201","P2016101900000003","107279","1","1","P2016101900000003-0025"
"PDY410692","PDY41069201","P2016101900000003","114179","1","1","P2016101900000003-0306"
"PDY410692","PDY41069201","P2016101900000003","117443","1","1","P2016101900000003-0443"
"PDY410692","PDY41069201","P2016101900000003","108177","1","1","P2016101900000003-0196"
"PDY410692","PDY41069201","P2016101900000003","109409","1","1","P2016101900000003-0155"
"PDY410692","PDY41069201","P2016101900000003","105019","1","1","P2016101900000003-0195"
"PDY410692","PDY41069201","P2016101900000003","113787","1","1","P2016101900000003-0418"
"PDY410692","PDY41069201","P2016101900000003","110383","1","1","P2016101900000003-0328"
"PDY410692","PDY41069201","P2016101900000003","109461","1","1","P2016101900000003-0231"
"PDY410692","PDY41069201","P2016101900000003","111485","1","1","P2016101900000003-0347"
"PDY410692","PDY41069201","P2016101900000003","101459","1","1","P2016101900000003-0460"
"PDY410692","PDY41069201","P2016101900000003","104965","1","1","P2016101900000003-0140"
"PDY410692","PDY41069201","P2016101900000003","116361","1","1","P2016101900000003-0252"
"PDY410692","PDY41069201","P2016101900000003","108537","1","1","P2016101900000003-0135"
"PDY410692","PDY41069201","P2016101900000003","110199","1","1","P2016101900000003-0350"
"PDY410692","PDY41069201","P2016101900000003","113281","1","1","P2016101900000003-0009"
"PDY410692","PDY41069201","P2016101900000003","108221","1","1","P2016101900000003-0062"
"PDY410692","PDY41069201","P2016101900000003","101225","1","1","P2016101900000003-0381"
"PDY410692","PDY41069201","P2016101900000003","100008","1","1","P2016101900000003-0095"
"PDY410692","PDY41069201","P2016101900000003","114359","1","1","P2016101900000003-0127"
"PDY410692","PDY41069201","P2016101900000003","100002","1","1","P2016101900000003-0262"
"PDY410692","PDY41069201","P2016101900000003","113773","1","1","P2016101900000003-0198"
"PDY410692","PDY41069201","P2016101900000003","108109","1","1","P2016101900000003-0439"
"PDY410692","PDY41069201","P2016101900000003","111155","1","1","P2016101900000003-0192"
"PDY410692","PDY41069201","P2016101900000003","114747","1","1","P2016101900000003-0028"
"PDY410692","PDY41069201","P2016101900000003","112963","1","1","P2016101900000003-0044"
"PDY410692","PDY41069201","P2016101900000003","100971","1","1","P2016101900000003-0207"
"PDY410692","PDY41069201","P2016101900000003","101471","1","1","P2016101900000003-0171"
"PDY410692","PDY41069201","P2016101900000003","101639","1","1","P2016101900000003-0327"
"PDY410692","PDY41069201","P2016101900000003","100437","1","1","P2016101900000003-0290"
"PDY410692","PDY41069201","P2016101900000003","109429","1","1","P2016101900000003-0189"
"PDY410692","PDY41069201","P2016101900000003","115377","1","1","P2016101900000003-0185"
"PDY410692","PDY41069201","P2016101900000003","111129","1","1","P2016101900000003-0342"
"PDY410692","PDY41069201","P2016101900000003","114335","1","1","P2016101900000003-0113"
"PDY410692","PDY41069201","P2016101900000003","101449","1","1","P2016101900000003-0498"
"PDY410692","PDY41069201","P2016101900000003","106133","1","1","P2016101900000003-0344"
"PDY410692","PDY41069201","P2016101900000003","113793","1","1","P2016101900000003-0080"
"PDY410692","PDY41069201","P2016101900000003","109405","1","1","P2016101900000003-0208"
"PDY410692","PDY41069201","P2016101900000003","117431","1","1","P2016101900000003-0276"
"PDY410692","PDY41069201","P2016101900000003","116369","1","1","P2016101900000003-0107"
"PDY410692","PDY41069201","P2016101900000003","102595","1","1","P2016101900000003-0206"
"PDY410692","PDY41069201","P2016101900000003","113237","1","1","P2016101900000003-0267"
"PDY410692","PDY41069201","P2016101900000003","101131","1","1","P2016101900000003-0150"
"PDY410692","PDY41069201","P2016101900000003","113219","1","1","P2016101900000003-0293"
"PDY410692","PDY41069201","P2016101900000003","114373","1","1","P2016101900000003-0411"
"PDY410692","PDY41069201","P2016101900000003","100031","1","1","P2016101900000003-0045"
"PDY410692","PDY41069201","P2016101900000003","110379","1","1","P2016101900000003-0037"
"PDY410692","PDY41069201","P2016101900000003","109437","1","1","P2016101900000003-0349"
"PDY410692","PDY41069201","P2016101900000003","117639","1","1","P2016101900000003-0283"
"PDY410692","PDY41069201","P2016101900000003","116307","1","1","P2016101900000003-0078"
"PDY410692","PDY41069201","P2016101900000003","116779","1","1","P2016101900000003-0221"
"PDY410692","PDY41069201","P2016101900000003","102579","1","1","P2016101900000003-0336"
"PDY410692","PDY41069201","P2016101900000003","100431","1","1","P2016101900000003-0287"
"PDY410692","PDY41069201","P2016101900000003","103759","1","1","P2016101900000003-0250"
"PDY410692","PDY41069201","P2016101900000003","111095","1","1","P2016101900000003-0099"
"PDY410692","PDY41069201","P2016101900000003","109403","1","1","P2016101900000003-0289"
"PDY410692","PDY41069201","P2016101900000003","106247","1","1","P2016101900000003-0413"
"PDY410692","PDY41069201","P2016101900000003","111047","1","1","P2016101900000003-0421"
"PDY410692","PDY41069201","P2016101900000003","115379","1","1","P2016101900000003-0477"
"PDY410692","PDY41069201","P2016101900000003","115387","1","1","P2016101900000003-0493"
"PDY410692","PDY41069201","P2016101900000003","101625","1","1","P2016101900000003-0115"
"PDY410692","PDY41069201","P2016101900000003","106221","1","1","P2016101900000003-0133"
"PDY410692","PDY41069201","P2016101900000003","115369","1","1","P2016101900000003-0089"
"PDY410692","PDY41069201","P2016101900000003","100921","1","1","P2016101900000003-0094"
"PDY410692","PDY41069201","P2016101900000003","108343","1","1","P2016101900000003-0281"
"PDY410692","PDY41069201","P2016101900000003","105005","1","1","P2016101900000003-0215"
"PDY410692","PDY41069201","P2016101900000003","103337","1","1","P2016101900000003-0177"
"PDY410692","PDY41069201","P2016101900000003","108229","1","1","P2016101900000003-0485"
"PDY410692","PDY41069201","P2016101900000003","109389","1","1","P2016101900000003-0066"
